Mandate ID,Amount,Reference
CUS0000901,85,CUS0000901
CUS0000903,85,CUS0000903
CUS0000904,85,CUS0000904
CUS0000906,85,CUS0000906
CUS0000914,85,CUS0000914
CUS0000915,150,CUS0000915
CUS0000919,85,CUS0000919
CUS0000929,160,CUS0000929
CUS0000936,85,CUS0000936
CUS0000947,160,CUS0000947
CUS0000948,235,CUS0000948
CUS0000950,85,CUS0000950
CUS0000964,160,CUS0000964
CUS0000973,85,CUS0000973
CUS0000996,85,CUS0000996
CUS0000997,85,CUS0000997
CUS0001011,85,CUS0001011
CUS0001028,85,CUS0001028
CUS0001033,85,CUS0001033
CUS0001034,160,CUS0001034
CUS0001035,235,CUS0001035
CUS0001045,85,CUS0001045
CUS0001049,85,CUS0001049
CUS0001060,85,CUS0001060
CUS0001064,85,CUS0001064
CUS0001066,85,CUS0001066
CUS0001078,160,CUS0001078
CUS0001083,85,CUS0001083
CUS0001095,85,CUS0001095
CUS0001103,160,CUS0001103
CUS0001104,85,CUS0001104
CUS0001113,85,CUS0001113
CUS0001125,85,CUS0001125
CUS0001130,85,CUS0001130
CUS0001133,85,CUS0001133
CUS0001145,85,CUS0001145
CUS0001147,85,CUS0001147
CUS0001160,160,CUS0001160
CUS0001169,235,CUS0001169
CUS0001171,85,CUS0001171
CUS0001172,160,CUS0001172
CUS0001175,75,CUS0001175
CUS0001189,85,CUS0001189
CUS0001193,85,CUS0001193
CUS0001211,85,CUS0001211
CUS0001212,85,CUS0001212
CUS0001223,85,CUS0001223
CUS0001228,85,CUS0001228
CUS0001229,85,CUS0001229
CUS0001230,85,CUS0001230
CUS0001242,85,CUS0001242
CUS0001243,85,CUS0001243
CUS0001244,160,CUS0001244
CUS0001280,85,CUS0001280
CUS0001284,85,CUS0001284
CUS0001292,69,CUS0001292
CUS0001303,85,CUS0001303
CUS0001308,235,CUS0001308
CUS0001315,85,CUS0001315
CUS0001318,85,CUS0001318
CUS0001337,85,CUS0001337
CUS0001338,85,CUS0001338
CUS0001350,310,CUS0001350
CUS0001354,160,CUS0001354
CUS0001368,160,CUS0001368
CUS0001373,85,CUS0001373
CUS0001375,85,CUS0001375
CUS0001378,160,CUS0001378
CUS0001381,85,CUS0001381
CUS0001383,85,CUS0001383
CUS0001390,235,CUS0001390
CUS0001399,235,CUS0001399
CUS0001401,85,CUS0001401
CUS0001411,160,CUS0001411
CUS0001413,85,CUS0001413
CUS0001417,85,CUS0001417
CUS0001419,85,CUS0001419
CUS0001431,85,CUS0001431
CUS0001445,85,CUS0001445
CUS0001447,85,CUS0001447
CUS0001448,85,CUS0001448
CUS0001452,160,CUS0001452
CUS0001453,85,CUS0001453
CUS0001458,298,CUS0001458
CUS0001461,235,CUS0001461
CUS0001463,85,CUS0001463
CUS0001464,85,CUS0001464
CUS0001475,85,CUS0001475
CUS0001480,85,CUS0001480
CUS0001483,85,CUS0001483
CUS0001484,85,CUS0001484
CUS0001488,85,CUS0001488
CUS0001493,160,CUS0001493
CUS0001500,85,CUS0001500
CUS0001502,85,CUS0001502
CUS0001504,85,CUS0001504
CUS0001515,85,CUS0001515
CUS0001517,85,CUS0001517
CUS0001518,235,CUS0001518
CUS0001532,160,CUS0001532
CUS0001536,160,CUS0001536
CUS0001537,160,CUS0001537
CUS0001542,160,CUS0001542
CUS0001552,85,CUS0001552
CUS0001554,85,CUS0001554
CUS0001560,160,CUS0001560
CUS0001572,85,CUS0001572
CUS0001574,85,CUS0001574
CUS0001575,85,CUS0001575
CUS0001586,85,CUS0001586
CUS0001587,85,CUS0001587
CUS0001596,85,CUS0001596
CUS0001597,85,CUS0001597
CUS0001601,85,CUS0001601
CUS0001607,235,CUS0001607
CUS0001614,85,CUS0001614
CUS0001642,85,CUS0001642
CUS0001652,85,CUS0001652
CUS0001653,85,CUS0001653
CUS0001656,85,CUS0001656
CUS0001661,85,CUS0001661
CUS0001673,85,CUS0001673
CUS0001682,235,CUS0001682
CUS0001688,85,CUS0001688
CUS0001689,85,CUS0001689
CUS0001690,160,CUS0001690
CUS0001704,85,CUS0001704
CUS0001710,85,CUS0001710
CUS0001715,85,CUS0001715
CUS0001718,85,CUS0001718
CUS0001731,160,CUS0001731
CUS0001749,235,CUS0001749
CUS0001758,160,CUS0001758
CUS0001764,85,CUS0001764
CUS0001767,235,CUS0001767
CUS0001771,85,CUS0001771
CUS0001783,85,CUS0001783
CUS0001794,85,CUS0001794
CUS0001795,85,CUS0001795
CUS0001796,85,CUS0001796
CUS0001799,85,CUS0001799
CUS0001802,160,CUS0001802
CUS0001806,85,CUS0001806
CUS0001807,75,CUS0001807
CUS0001811,85,CUS0001811
CUS0001815,85,CUS0001815
CUS0001818,85,CUS0001818
CUS0001825,69,CUS0001825
CUS0001829,160,CUS0001829
CUS0001847,85,CUS0001847
CUS0001852,85,CUS0001852
CUS0001864,85,CUS0001864
CUS0001865,160,CUS0001865
CUS0001873,85,CUS0001873
CUS0001877,85,CUS0001877
CUS0001880,85,CUS0001880
CUS0001886,85,CUS0001886
CUS0001890,85,CUS0001890
CUS0001893,85,CUS0001893
CUS0001894,85,CUS0001894
CUS0001895,85,CUS0001895
CUS0001900,85,CUS0001900
CUS0001920,385,CUS0001920
CUS0001921,85,CUS0001921
CUS0001929,385,CUS0001929
CUS0001931,85,CUS0001931
CUS0001936,85,CUS0001936
CUS0001939,160,CUS0001939
CUS0001945,85,CUS0001945
CUS0001952,69,CUS0001952
CUS0001954,160,CUS0001954
CUS0001968,160,CUS0001968
CUS0001971,235,CUS0001971
CUS0001972,85,CUS0001972
CUS0001977,85,CUS0001977
CUS0001979,85,CUS0001979
CUS0001983,85,CUS0001983
CUS0001995,85,CUS0001995
CUS0001997,85,CUS0001997
CUS0002000,160,CUS0002000
CUS0002005,85,CUS0002005
CUS0002028,160,CUS0002028
CUS0002030,85,CUS0002030
CUS0002035,85,CUS0002035
CUS0002037,85,CUS0002037
CUS0002042,160,CUS0002042
CUS0002044,85,CUS0002044
CUS0002047,85,CUS0002047
CUS0002050,160,CUS0002050
CUS0002051,85,CUS0002051
CUS0002053,69,CUS0002053
CUS0002054,160,CUS0002054
CUS0002066,85,CUS0002066
CUS0002070,85,CUS0002070
CUS0002078,160,CUS0002078
CUS0002080,160,CUS0002080
CUS0002082,85,CUS0002082
CUS0002090,235,CUS0002090
CUS0002093,85,CUS0002093
CUS0002094,85,CUS0002094
CUS0002095,85,CUS0002095
CUS0002096,310,CUS0002096
CUS0002098,235,CUS0002098
CUS0002109,160,CUS0002109
CUS0002111,160,CUS0002111
CUS0002113,85,CUS0002113
CUS0002133,85,CUS0002133
CUS0002134,85,CUS0002134
CUS0002135,85,CUS0002135
CUS0002146,235,CUS0002146
CUS0002148,85,CUS0002148
CUS0002149,235,CUS0002149
CUS0002150,85,CUS0002150
CUS0002152,85,CUS0002152
CUS0002160,160,CUS0002160
CUS0002163,85,CUS0002163
CUS0002176,85,CUS0002176
CUS0002184,85,CUS0002184
CUS0002189,85,CUS0002189
CUS0002190,85,CUS0002190
CUS0002192,85,CUS0002192
CUS0002195,85,CUS0002195
CUS0002203,160,CUS0002203
CUS0002212,85,CUS0002212
CUS0002213,85,CUS0002213
CUS0002219,69,CUS0002219
CUS0002223,85,CUS0002223
CUS0002225,85,CUS0002225
CUS0002236,85,CUS0002236
CUS0002241,235,CUS0002241
CUS0002256,85,CUS0002256
CUS0002258,85,CUS0002258
CUS0002267,85,CUS0002267
CUS0002271,85,CUS0002271
CUS0002273,160,CUS0002273
CUS0002274,85,CUS0002274
CUS0002275,160,CUS0002275
CUS0002276,85,CUS0002276
CUS0002281,85,CUS0002281
CUS0002290,85,CUS0002290
CUS0002299,85,CUS0002299
CUS0002300,160,CUS0002300
CUS0002304,85,CUS0002304
CUS0002312,85,CUS0002312
CUS0002314,85,CUS0002314
CUS0002316,85,CUS0002316
CUS0002318,160,CUS0002318
CUS0002327,235,CUS0002327
CUS0002335,160,CUS0002335
CUS0002336,85,CUS0002336
CUS0002342,160,CUS0002342
CUS0002343,85,CUS0002343
CUS0002345,160,CUS0002345
CUS0002358,85,CUS0002358
CUS0002367,85,CUS0002367
CUS0002371,85,CUS0002371
CUS0002372,160,CUS0002372
CUS0002377,160,CUS0002377
CUS0002383,85,CUS0002383
CUS0002393,85,CUS0002393
CUS0002400,160,CUS0002400
CUS0002405,85,CUS0002405
CUS0002410,160,CUS0002410
CUS0002412,85,CUS0002412
CUS0002415,85,CUS0002415
CUS0002426,85,CUS0002426
CUS0002427,170,CUS0002427
CUS0002428,160,CUS0002428
CUS0002431,160,CUS0002431
CUS0002433,85,CUS0002433
CUS0002435,160,CUS0002435
CUS0002436,85,CUS0002436
CUS0002439,85,CUS0002439
CUS0002444,85,CUS0002444
CUS0002446,85,CUS0002446
CUS0002452,160,CUS0002452
CUS0002461,85,CUS0002461
CUS0002469,85,CUS0002469
CUS0002496,170,CUS0002496
CUS0002498,85,CUS0002498
CUS0002512,85,CUS0002512
CUS0002515,85,CUS0002515
CUS0002520,170,CUS0002520
CUS0002524,85,CUS0002524
CUS0002527,85,CUS0002527
CUS0002528,85,CUS0002528
CUS0002534,85,CUS0002534
CUS0002539,160,CUS0002539
CUS0002542,85,CUS0002542
CUS0002549,85,CUS0002549
CUS0002570,85,CUS0002570
CUS0002582,85,CUS0002582
CUS0002588,85,CUS0002588
CUS0002591,85,CUS0002591
CUS0002595,85,CUS0002595
CUS0002600,85,CUS0002600
CUS0002601,85,CUS0002601
CUS0002602,85,CUS0002602
CUS0002604,85,CUS0002604
CUS0002605,85,CUS0002605
CUS0002615,85,CUS0002615
CUS0002616,85,CUS0002616
CUS0002617,85,CUS0002617
CUS0002621,85,CUS0002621
CUS0002623,85,CUS0002623
CUS0002636,85,CUS0002636
CUS0002638,85,CUS0002638
CUS0002640,85,CUS0002640
CUS0002660,85,CUS0002660
CUS0002661,85,CUS0002661
CUS0002663,160,CUS0002663
CUS0002669,229,CUS0002669
CUS0002672,85,CUS0002672
CUS0002678,170,CUS0002678
CUS0002680,85,CUS0002680
CUS0002691,85,CUS0002691
CUS0002692,85,CUS0002692
CUS0002698,85,CUS0002698
CUS0002700,85,CUS0002700
CUS0002702,160,CUS0002702
CUS0002706,85,CUS0002706
CUS0002707,170,CUS0002707
CUS0002709,85,CUS0002709
CUS0002715,85,CUS0002715
CUS0002716,85,CUS0002716
CUS0002720,160,CUS0002720
CUS0002724,160,CUS0002724
CUS0002726,235,CUS0002726
CUS0002732,85,CUS0002732
CUS0002736,85,CUS0002736
CUS0002744,160,CUS0002744
CUS0002745,160,CUS0002745
CUS0002746,160,CUS0002746
CUS0002750,385,CUS0002750
CUS0002753,85,CUS0002753
CUS0002758,85,CUS0002758
CUS0002760,160,CUS0002760
CUS0002765,85,CUS0002765
CUS0002773,85,CUS0002773
CUS0002777,160,CUS0002777
CUS0002780,75,CUS0002780
CUS0002781,85,CUS0002781
CUS0002782,85,CUS0002782
CUS0002786,85,CUS0002786
CUS0002788,85,CUS0002788
CUS0002791,75,CUS0002791
CUS0002794,85,CUS0002794
CUS0002797,85,CUS0002797
CUS0002798,160,CUS0002798
CUS0002799,85,CUS0002799
CUS0002806,85,CUS0002806
CUS0002814,85,CUS0002814
CUS0002815,85,CUS0002815
CUS0002820,160,CUS0002820
CUS0002821,235,CUS0002821
CUS0002830,85,CUS0002830
CUS0002833,85,CUS0002833
CUS0002840,85,CUS0002840
CUS0002847,85,CUS0002847
CUS0002848,85,CUS0002848
CUS0002852,85,CUS0002852
CUS0002853,85,CUS0002853
CUS0002863,160,CUS0002863
CUS0002864,85,CUS0002864
CUS0002865,85,CUS0002865
CUS0002869,85,CUS0002869
CUS0002872,85,CUS0002872
CUS0002878,85,CUS0002878
CUS0002904,85,CUS0002904
CUS0002905,160,CUS0002905
CUS0002906,85,CUS0002906
CUS0002910,85,CUS0002910
CUS0002913,85,CUS0002913
CUS0002917,160,CUS0002917
CUS0002919,85,CUS0002919
CUS0002923,160,CUS0002923
CUS0002925,85,CUS0002925
CUS0002926,85,CUS0002926
CUS0002930,85,CUS0002930
CUS0002933,85,CUS0002933
CUS0002948,85,CUS0002948
CUS0002961,85,CUS0002961
CUS0002969,85,CUS0002969
CUS0002981,85,CUS0002981
CUS0002984,85,CUS0002984
CUS0002987,85,CUS0002987
CUS0002988,85,CUS0002988
CUS0002992,85,CUS0002992
CUS0002994,85,CUS0002994
CUS0002996,85,CUS0002996
CUS0003001,85,CUS0003001
CUS0003004,535,CUS0003004
CUS0003021,85,CUS0003021
CUS0003024,85,CUS0003024
CUS0003029,160,CUS0003029
CUS0003031,85,CUS0003031
CUS0003033,85,CUS0003033
CUS0003035,85,CUS0003035
CUS0003038,170,CUS0003038
CUS0003052,235,CUS0003052
CUS0003055,160,CUS0003055
CUS0003057,69,CUS0003057
CUS0003060,160,CUS0003060
CUS0003067,85,CUS0003067
CUS0003072,85,CUS0003072
CUS0003073,85,CUS0003073
CUS0003081,160,CUS0003081
CUS0003083,160,CUS0003083
CUS0003085,85,CUS0003085
CUS0003092,85,CUS0003092
CUS0003094,85,CUS0003094
CUS0003095,310,CUS0003095
CUS0003098,85,CUS0003098
CUS0003100,85,CUS0003100
CUS0003109,85,CUS0003109
CUS0003112,85,CUS0003112
CUS0003115,85,CUS0003115
CUS0003124,160,CUS0003124
CUS0003131,85,CUS0003131
CUS0003137,160,CUS0003137
CUS0003140,85,CUS0003140
CUS0003152,160,CUS0003152
CUS0003162,85,CUS0003162
CUS0003163,213,CUS0003163
CUS0003167,85,CUS0003167
CUS0003176,85,CUS0003176
CUS0003177,85,CUS0003177
CUS0003184,85,CUS0003184
CUS0003191,85,CUS0003191
CUS0003192,85,CUS0003192
CUS0003194,160,CUS0003194
CUS0003198,85,CUS0003198
CUS0003201,85,CUS0003201
CUS0003208,85,CUS0003208
CUS0003212,69,CUS0003212
CUS0003215,85,CUS0003215
CUS0003221,85,CUS0003221
CUS0003225,85,CUS0003225
CUS0003228,160,CUS0003228
CUS0003234,160,CUS0003234
CUS0003235,85,CUS0003235
CUS0003237,85,CUS0003237
CUS0003247,85,CUS0003247
CUS0003250,85,CUS0003250
CUS0003253,85,CUS0003253
CUS0003266,85,CUS0003266
CUS0003269,160,CUS0003269
CUS0003270,85,CUS0003270
CUS0003286,85,CUS0003286
CUS0003289,160,CUS0003289
CUS0003296,85,CUS0003296
CUS0003303,85,CUS0003303
CUS0003304,85,CUS0003304
CUS0003305,85,CUS0003305
CUS0003307,225,CUS0003307
CUS0003320,85,CUS0003320
CUS0003326,85,CUS0003326
CUS0003328,85,CUS0003328
CUS0003329,85,CUS0003329
CUS0003342,85,CUS0003342
CUS0003345,85,CUS0003345
CUS0003357,85,CUS0003357
CUS0003363,85,CUS0003363
CUS0003367,85,CUS0003367
CUS0003391,85,CUS0003391
CUS0003392,85,CUS0003392
CUS0003394,85,CUS0003394
CUS0003398,85,CUS0003398
CUS0003404,85,CUS0003404
CUS0003406,160,CUS0003406
CUS0003409,160,CUS0003409
CUS0003410,85,CUS0003410
CUS0003412,85,CUS0003412
CUS0003419,85,CUS0003419
CUS0003426,85,CUS0003426
CUS0003427,85,CUS0003427
CUS0003438,85,CUS0003438
CUS0003456,85,CUS0003456
CUS0003460,160,CUS0003460
CUS0003462,85,CUS0003462
CUS0003463,85,CUS0003463
CUS0003467,85,CUS0003467
CUS0003468,85,CUS0003468
CUS0003474,160,CUS0003474
CUS0003478,0,CUS0003478
CUS0003489,85,CUS0003489
CUS0003491,160,CUS0003491
CUS0003499,85,CUS0003499
CUS0003510,85,CUS0003510
CUS0003513,85,CUS0003513
CUS0003516,85,CUS0003516
CUS0003529,85,CUS0003529
CUS0003541,85,CUS0003541
CUS0003550,235,CUS0003550
CUS0003571,75,CUS0003571
CUS0003577,235,CUS0003577
CUS0003578,85,CUS0003578
CUS0003583,85,CUS0003583
CUS0003592,160,CUS0003592
CUS0003599,85,CUS0003599
CUS0003600,160,CUS0003600
CUS0003601,160,CUS0003601
CUS0003608,85,CUS0003608
CUS0003611,85,CUS0003611
CUS0003615,160,CUS0003615
CUS0003626,85,CUS0003626
CUS0003630,85,CUS0003630
CUS0003636,85,CUS0003636
CUS0003637,85,CUS0003637
CUS0003643,160,CUS0003643
CUS0003645,85,CUS0003645
CUS0003648,85,CUS0003648
CUS0003650,85,CUS0003650
CUS0003651,85,CUS0003651
CUS0003665,85,CUS0003665
CUS0003671,85,CUS0003671
CUS0003676,85,CUS0003676
CUS0003678,85,CUS0003678
CUS0003684,75,CUS0003684
CUS0003685,85,CUS0003685
CUS0003695,160,CUS0003695
CUS0003698,85,CUS0003698
CUS0003699,85,CUS0003699
CUS0003700,160,CUS0003700
CUS0003701,85,CUS0003701
CUS0003702,85,CUS0003702
CUS0003706,85,CUS0003706
CUS0003711,85,CUS0003711
CUS0003718,85,CUS0003718
CUS0003720,85,CUS0003720
CUS0003723,160,CUS0003723
CUS0003726,85,CUS0003726
CUS0003727,85,CUS0003727
CUS0003730,85,CUS0003730
CUS0003732,235,CUS0003732
CUS0003738,85,CUS0003738
CUS0003742,235,CUS0003742
CUS0003744,85,CUS0003744
CUS0003746,85,CUS0003746
CUS0003747,85,CUS0003747
CUS0003749,235,CUS0003749
CUS0003753,85,CUS0003753
CUS0003758,160,CUS0003758
CUS0003761,85,CUS0003761
CUS0003763,160,CUS0003763
CUS0003768,85,CUS0003768
CUS0003781,235,CUS0003781
CUS0003790,160,CUS0003790
CUS0003792,85,CUS0003792
CUS0003806,85,CUS0003806
CUS0003807,85,CUS0003807
CUS0003811,85,CUS0003811
CUS0003818,160,CUS0003818
CUS0003821,160,CUS0003821
CUS0003829,85,CUS0003829
CUS0003830,160,CUS0003830
CUS0003836,85,CUS0003836
CUS0003837,85,CUS0003837
CUS0003838,235,CUS0003838
CUS0003843,85,CUS0003843
CUS0003844,160,CUS0003844
CUS0003848,160,CUS0003848
CUS0003853,85,CUS0003853
CUS0003862,160,CUS0003862
CUS0003868,385,CUS0003868
CUS0003871,85,CUS0003871
CUS0003881,160,CUS0003881
CUS0003894,85,CUS0003894
CUS0003905,85,CUS0003905
CUS0003931,85,CUS0003931
CUS0003948,85,CUS0003948
CUS0003949,160,CUS0003949
CUS0003961,160,CUS0003961
CUS0003963,85,CUS0003963
CUS0003974,160,CUS0003974
CUS0003979,160,CUS0003979
CUS0003983,85,CUS0003983
CUS0003984,85,CUS0003984
CUS0003988,85,CUS0003988
CUS0003995,85,CUS0003995
CUS0003999,160,CUS0003999
CUS0004000,85,CUS0004000
CUS0004013,85,CUS0004013
CUS0004023,85,CUS0004023
CUS0004026,160,CUS0004026
CUS0004029,85,CUS0004029
CUS0004035,85,CUS0004035
CUS0004038,235,CUS0004038
CUS0004039,85,CUS0004039
CUS0004040,160,CUS0004040
CUS0004056,85,CUS0004056
CUS0004065,85,CUS0004065
CUS0004067,85,CUS0004067
CUS0004068,85,CUS0004068
CUS0004074,160,CUS0004074
CUS0004082,85,CUS0004082
CUS0004084,85,CUS0004084
CUS0004085,160,CUS0004085
CUS0004093,85,CUS0004093
CUS0004094,160,CUS0004094
CUS0004100,85,CUS0004100
CUS0004102,235,CUS0004102
CUS0004105,85,CUS0004105
CUS0004107,85,CUS0004107
CUS0004110,85,CUS0004110
CUS0004121,85,CUS0004121
CUS0004122,69,CUS0004122
CUS0004128,85,CUS0004128
CUS0004134,85,CUS0004134
CUS0004135,160,CUS0004135
CUS0004136,160,CUS0004136
CUS0004139,235,CUS0004139
CUS0004143,85,CUS0004143
CUS0004145,160,CUS0004145
CUS0004153,160,CUS0004153
CUS0004163,160,CUS0004163
CUS0004170,85,CUS0004170
CUS0004179,160,CUS0004179
CUS0004182,160,CUS0004182
CUS0004183,235,CUS0004183
CUS0004189,85,CUS0004189
CUS0004191,85,CUS0004191
CUS0004193,170,CUS0004193
CUS0004194,160,CUS0004194
CUS0004207,69,CUS0004207
CUS0004212,85,CUS0004212
CUS0004213,85,CUS0004213
CUS0004216,235,CUS0004216
CUS0004217,85,CUS0004217
CUS0004219,85,CUS0004219
CUS0004220,85,CUS0004220
CUS0004223,85,CUS0004223
CUS0004238,160,CUS0004238
CUS0004244,160,CUS0004244
CUS0004245,85,CUS0004245
CUS0004259,85,CUS0004259
CUS0004260,85,CUS0004260
CUS0004267,85,CUS0004267
CUS0004270,85,CUS0004270
CUS0004272,85,CUS0004272
CUS0004276,85,CUS0004276
CUS0004280,85,CUS0004280
CUS0004281,85,CUS0004281
CUS0004283,85,CUS0004283
CUS0004289,85,CUS0004289
CUS0004295,85,CUS0004295
CUS0004308,85,CUS0004308
CUS0004318,85,CUS0004318
CUS0004329,160,CUS0004329
CUS0004331,85,CUS0004331
CUS0004335,85,CUS0004335
CUS0004339,85,CUS0004339
CUS0004341,160,CUS0004341
CUS0004354,85,CUS0004354
CUS0004355,85,CUS0004355
CUS0004358,85,CUS0004358
CUS0004366,85,CUS0004366
CUS0004378,160,CUS0004378
CUS0004380,85,CUS0004380
CUS0004383,85,CUS0004383
CUS0004385,85,CUS0004385
CUS0004390,85,CUS0004390
CUS0004394,85,CUS0004394
CUS0004398,85,CUS0004398
CUS0004399,160,CUS0004399
CUS0004400,85,CUS0004400
CUS0004401,160,CUS0004401
CUS0004402,160,CUS0004402
CUS0004403,85,CUS0004403
CUS0004405,160,CUS0004405
CUS0004413,85,CUS0004413
CUS0004428,85,CUS0004428
CUS0004429,85,CUS0004429
CUS0004430,85,CUS0004430
CUS0004435,160,CUS0004435
CUS0004470,85,CUS0004470
CUS0004478,85,CUS0004478
CUS0004482,85,CUS0004482
CUS0004486,85,CUS0004486
CUS0004488,235,CUS0004488
CUS0004489,85,CUS0004489
CUS0004492,170,CUS0004492
CUS0004501,160,CUS0004501
CUS0004509,85,CUS0004509
CUS0004525,85,CUS0004525
CUS0004536,85,CUS0004536
CUS0004537,160,CUS0004537
CUS0004549,160,CUS0004549
CUS0004552,85,CUS0004552
CUS0004560,85,CUS0004560
CUS0004567,85,CUS0004567
CUS0004569,85,CUS0004569
CUS0004574,85,CUS0004574
CUS0004584,85,CUS0004584
CUS0004594,85,CUS0004594
CUS0004601,85,CUS0004601
CUS0004608,85,CUS0004608
CUS0004609,85,CUS0004609
CUS0004629,85,CUS0004629
CUS0004639,85,CUS0004639
CUS0004648,85,CUS0004648
CUS0004650,85,CUS0004650
CUS0004653,85,CUS0004653
CUS0004659,160,CUS0004659
CUS0004664,85,CUS0004664
CUS0004665,85,CUS0004665
CUS0004673,85,CUS0004673
CUS0004677,160,CUS0004677
CUS0004681,85,CUS0004681
CUS0004691,85,CUS0004691
CUS0004709,85,CUS0004709
CUS0004711,160,CUS0004711
CUS0004712,85,CUS0004712
CUS0004718,85,CUS0004718
CUS0004736,160,CUS0004736
CUS0004754,85,CUS0004754
CUS0004759,85,CUS0004759
CUS0004767,85,CUS0004767
CUS0004768,160,CUS0004768
CUS0004795,85,CUS0004795
CUS0004799,160,CUS0004799
CUS0004807,85,CUS0004807
CUS0004816,310,CUS0004816
CUS0004826,160,CUS0004826
CUS0004829,85,CUS0004829
CUS0004832,160,CUS0004832
CUS0004841,160,CUS0004841
